Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Size,Packet_Count,Flow_Duration,Packet_Interarrival_Time,TCP_Flags,Bytes_Sent,Bytes_Received,Traffic_Direction,Connection_State,Packet_Drop_Rate,Malformed_Packet_Count,Avg_Time_Between_Packets,Total_Flow_Count,Device_Type,Device_Manufacturer,OS_Version,CPU_Usage,Memory_Usage_MB,Energy_Consumption_Watts,Firmware_Version,Device_Uptime_Hours,Payload_Size_Bytes,Payload_Entropy,Payload_Content_Type,Signature_Match,Compressed_Encrypted_Flag,Content_Type_File_Transferred,Flow_Count_Per_Time_Window,Avg_Packet_Size_Bytes,Packet_Rate_Packets_Per_Second,Std_Dev_Packet_Size,Min_Packet_Size,Max_Packet_Size,Protocol_Distribution_TCP_Percent,Protocol_Distribution_UDP_Percent,Protocol_Distribution_ICMP_Percent,Session_Duration,Active_Time_Periods,Avg_Time_Between_Requests,Time_Of_Day,Day_Of_Week,Malware_Type,Attack_Vector,Source_Geolocation_Latitude,Source_Geolocation_Longitude,Destination_Geolocation_Latitude,Destination_Geolocation_Longitude,DNS_Query_Count,Suspicious_Domain_Query_Flag,File_Transfer_Occurred,File_Size_Bytes,Anomalous_Behavior_Flag,External_IP_Accessed_Flag,Label
192.168.0.57,10.0.0.47,54286,60110,UDP,2028.59379,788.6853868,0.837249359,21.97419786,ACK,1048.725388,2781.712526,Ingress,SYN-Sent,0.047810322,3.275778836,15.22130865,16.92420207,Smart Camera,VendorB,v1.0,2.588167809,95.67597944,42.2839289,3.2,306.8408918,355.089063,10.59534388,ASCII,0,0,JS,11.45962131,1097.398961,57.20128051,111.8230493,409,52975,0.061517871,0.382167148,0.060784659,1052.872855,66.33588263,83.99496869,17,4,None,None,32.39679506,-159.8903348,-3.328067211,-101.0123549,4.331655313,1,1,5178.418196,1,1,0
192.168.0.89,10.0.0.241,20254,25602,TCP,1023.662243,1369.620489,98.34215079,102.3387582,RST,424.3536531,6318.708319,Ingress,Established,0.071309638,0.780186425,4.887012099,5.815809506,Smart Camera,VendorB,v3.5,9.942808056,383.1522515,9.345363385,1,73.90547778,18.53828741,15.03808132,ASCII,1,0,Binary,34.42551574,1461.462538,15.93409653,266.502582,248,44612,0.434177455,0.109778773,0.307978133,64.10994501,172.25604,57.83702501,2,6,Ransomware,Network,-78.45688855,-168.4684491,51.77183412,34.63996545,0.048190784,0,0,700.5781397,1,1,1
192.168.0.67,10.0.0.63,39973,46903,TCP,1258.716551,323.6260807,57.25712957,37.66506087,SYN,15899.1407,313.8354989,Egress,SYN-Sent,0.026290776,2.433327254,7.48771273,29.37625977,Smart Camera,VendorB,v2.1,118.5891919,2739.672533,21.51271237,1,1762.770408,248.3683269,1.636430845,ASCII,1,1,Binary,76.63504939,497.7993244,23.47571486,158.5657297,1066,47266,0.234153145,0.107473975,0.343124361,1.244127597,22.69813051,77.42604888,20,6,Botnet,File Download,30.62853206,7.68003527,65.93528646,-13.09425825,3.046255241,1,1,11758.16303,1,0,1
192.168.0.196,10.0.0.48,31923,30562,UDP,1231.509443,1675.10426,190.5406546,41.13035023,ACK,6509.241843,35493.38165,Ingress,SYN-Sent,0.034077322,0.95541833,8.558886735,98.67813749,Thermostat,VendorB,v3.5,5.384576537,1543.771544,10.56900952,1,316.1824393,163.2329936,0.093386155,Binary,0,1,Binary,15.77159005,756.0093822,68.77788361,209.3274685,374,30528,0.251326139,0.330167881,0.226337597,156.1601153,51.33235327,78.70471654,18,4,None,None,-74.53337424,-68.53929575,-72.9456152,177.1609756,1.277096371,0,0,666.784398,1,1,0
192.168.0.162,10.0.0.201,19081,2153,TCP,128.1486475,360.865219,303.320596,13.11322438,SYN,44484.57069,12434.92764,Egress,SYN-Sent,0.082737887,6.092580587,24.67391413,33.05473162,Thermostat,VendorC,v2.1,235.7193251,536.4355643,24.35929427,1,269.4032182,86.63398618,14.5302221,ASCII,0,0,JS,14.83471474,2878.258815,30.49197278,633.2977141,1221,65420,0.590934544,0.478763045,0.123681403,459.8439277,7.733330572,60.74374858,8,2,None,None,35.96799479,-63.80992541,-29.91406521,37.27675743,0.703735059,0,0,5004.753487,0,0,0
192.168.0.29,10.0.0.221,25037,34650,TCP,147.5993074,67.7634525,8.206384887,9.163514138,ACK,1027.36696,5682.304325,Egress,Established,0.006949636,0.708343327,12.07688083,2.172197419,Thermostat,VendorA,v2.1,26.08853959,237.9910258,34.75774819,1,1467.164084,20.1492951,4.208429846,Binary,0,1,JS,4.816999848,6595.440822,103.2303714,149.032545,1236,23018,0.095260888,0.283009049,0.119836294,744.9230883,24.47917011,21.64692454,11,1,None,None,5.94410491,-56.00870038,-35.4010509,155.959139,1.755439874,0,1,440.4533814,1,1,0
192.168.0.2,10.0.0.125,28956,24297,UDP,2319.064738,549.3963176,48.52340365,73.45466593,SYN,13644.71705,7518.321351,Ingress,Established,0.044870801,4.058511825,23.36204972,23.25761476,Smart Camera,VendorA,v3.5,192.81265,109.133035,149.798187,1,3162.401334,733.6936904,4.564445803,ASCII,0,1,Binary,5.48704529,2202.266922,27.16425443,277.2833528,666,13846,0.242247482,0.608887086,0.060993108,1240.098595,78.18441288,92.84972881,5,1,None,None,33.76384412,-142.5162176,51.92603891,38.72546109,4.246369368,0,1,287.4259374,0,0,0
192.168.0.99,10.0.0.212,5821,25609,TCP,930.3420191,284.1987926,109.7159091,101.0457845,ACK,13493.27848,9768.870338,Ingress,Established,0.012440561,0.150614052,18.93005246,47.92855156,Smart Camera,VendorA,v2.1,102.7788919,487.7102018,7.121815332,1,1525.822431,993.6003972,0.635127007,ASCII,0,1,Binary,14.73189655,3165.866957,18.62778108,140.5040892,175,64055,0.349974918,0.129979584,0.309639038,655.4699445,4.640670723,38.91200664,11,4,None,None,-53.68314773,141.0114926,-58.91132645,-45.90163507,7.526681501,0,0,14794.26549,1,1,0
192.168.0.35,10.0.0.3,16984,37676,ICMP,2543.707847,173.5988521,173.9793671,17.06264972,SYN,7538.314975,3605.19699,Ingress,SYN-Sent,0.109351055,4.58532256,2.660618517,51.7076829,Smart Camera,VendorA,v1.0,61.01126114,1206.695657,70.57926492,2.1,606.9879666,154.2615725,3.018111791,ASCII,1,1,Binary,17.323016,709.5768428,21.49789946,31.67530886,481,25171,0.081411177,0.74912464,0.469980915,136.3377709,11.87804195,90.88524944,1,6,None,None,85.21844221,-61.00825082,39.08776249,-49.16739691,8.497161118,1,0,1502.498712,1,1,0
192.168.0.140,10.0.0.146,27129,55410,TCP,1600.312914,101.5296843,39.53855887,149.4386653,ACK,4546.500976,3583.537038,Egress,SYN-Sent,0.083528125,1.165695451,9.472341132,133.4711217,Smart Camera,VendorB,v3.5,41.22476742,1644.223207,36.3169932,1,1209.382677,359.2662267,7.085790268,ASCII,0,1,Binary,16.92477832,2918.434341,20.707931,42.02209825,1297,3850,0.834500321,0.34817316,0.106977431,658.2088964,63.28464199,170.8039529,9,1,None,None,-54.37791991,164.6138821,36.58749683,-157.4397463,3.200703826,0,0,1642.978883,1,1,0
192.168.0.207,10.0.0.245,45387,18067,TCP,888.5529655,311.2265053,124.7495155,167.2592829,SYN,22558.30157,1186.080737,Ingress,Established,0.033596433,4.086648383,0.632901306,15.38908809,Smart Camera,VendorA,v3.5,57.3958402,386.9688541,68.95673964,2.1,748.788083,688.4842863,1.705925191,ASCII,0,1,Binary,7.037598618,361.8594706,17.45328079,122.845764,174,26738,1.450267296,0.093517217,0.293823054,430.5325558,14.72414734,7.939317178,3,1,Ransomware,Physical,44.75684466,-25.50884353,83.62124238,-110.176463,0.432656726,1,0,13629.76444,1,0,1
192.168.0.162,10.0.0.197,34095,26085,ICMP,1292.945309,1235.638448,336.6820295,30.02546874,SYN,3581.14954,30246.24732,Ingress,SYN-Sent,0.036628378,4.569159955,30.15751947,26.49664147,Thermostat,VendorB,v3.5,76.48177739,783.2290118,190.9793253,2.1,553.3945878,850.2338535,1.881716926,ASCII,0,1,JS,30.03813359,694.2666505,28.53987936,205.2898491,749,39467,0.186976247,0.298129051,0.160402416,619.0439849,610.5451886,85.41498838,6,3,None,None,-73.8410895,-2.11032874,-2.914962472,-33.33594603,6.211197545,0,0,1943.512936,0,1,0
192.168.0.206,10.0.0.153,49192,36505,TCP,232.1786766,159.3811773,18.52861525,108.3861948,ACK,8045.135798,7274.388578,Egress,Established,0.031954952,0.670327251,79.45423261,34.19002233,Thermostat,VendorB,v2.1,5.562583954,351.2290968,11.3471656,1,1275.226633,2844.576628,3.40263357,ASCII,0,1,Binary,0.332485522,1247.405532,14.98257208,17.94582095,634,1590,0.092177938,0.149626397,0.020301425,759.0424274,220.9282968,15.14613153,17,5,None,None,-70.54318621,-130.7829666,-43.18614991,108.9530966,0.196637601,0,1,10082.83956,1,0,0
192.168.0.14,10.0.0.56,56176,15651,TCP,297.8710926,8.633409473,31.77343269,7.505307413,SYN,3884.790106,3577.779864,Ingress,SYN-Sent,0.016985762,0.778335202,20.2835762,53.47300724,Smart Camera,VendorA,v1.0,27.66409148,102.882023,70.72128265,1,100.6924291,802.9657608,3.261011949,ASCII,0,1,Binary,32.15319796,2577.644926,5.717436487,9.200090615,105,64528,0.138228068,0.460027893,0.231478406,888.0414877,210.9593807,10.28417106,14,3,None,None,-16.2817752,-34.85199161,-74.51107543,-61.84626214,11.24502791,0,1,418.3849679,1,1,0
192.168.0.143,10.0.0.29,24341,43325,TCP,1456.312311,1277.928307,30.83268528,18.56154324,SYN,3540.375462,1213.03484,Egress,Established,0.051141101,5.786827448,8.83817899,84.83309652,Smart Camera,VendorA,v2.1,80.9904315,125.4409963,0.817889891,2.1,898.0689189,655.1512203,10.9712112,ASCII,0,1,Binary,6.448815044,1073.131928,173.6611169,131.2178335,1300,26657,0.783159012,0.241081925,0.17095159,2059.754164,78.32693623,228.4830368,15,1,None,None,63.43561367,-4.82869409,3.641461332,-103.8686201,9.337752971,0,0,3582.187235,1,1,0
192.168.0.79,10.0.0.252,53931,36550,TCP,249.6156804,148.3457338,81.23146024,68.0543004,SYN,31357.12997,14425.28623,Ingress,Established,0.103694083,0.422995225,18.40672022,112.5996376,Smart Bulb,VendorA,v1.0,7.143271008,120.4316731,98.45033498,2.1,293.3588918,502.8349761,15.53049563,ASCII,0,1,Binary,1.083327937,151.6623264,179.0442196,255.742653,1466,27476,0.538540274,0.613113753,0.239326499,212.274282,5.392817876,167.285046,12,3,Ransomware,Network,-33.31850226,-23.68685106,3.004978177,15.61638988,1.136929171,0,1,1364.737641,0,1,1
192.168.0.105,10.0.0.46,7441,58906,TCP,1269.082731,172.8275292,161.3269956,53.77025063,PSH,43.82226138,12399.17127,Ingress,Established,0.082453916,0.163469399,9.103435677,12.51774532,Thermostat,VendorA,v3.5,57.13026145,417.2051315,99.33925863,2.1,2111.315199,1173.939712,6.992706625,ASCII,0,0,Binary,96.27171941,283.421478,11.33831969,233.5645914,459,6793,0.249811532,0.209908242,0.396376169,1182.465214,112.6987227,17.4928385,15,6,None,None,84.83412019,-47.89144908,71.59597313,-97.38751696,5.982058175,0,0,968.9922213,1,0,0
192.168.0.148,10.0.0.144,3440,13136,TCP,2804.483666,244.0421968,212.6184624,87.10773539,RST,29855.35822,4406.064482,Ingress,SYN-Sent,0.009843037,1.063711288,10.10712443,31.15230585,Smart Bulb,VendorB,v2.1,28.18595058,484.8062897,57.44381557,1,1120.26649,36.88920339,3.068756293,ASCII,1,1,Binary,31.12202472,2357.199709,24.79907154,23.8386004,529,31845,0.210728581,0.033895915,0.438065347,86.72430782,14.35128586,55.82970422,21,4,None,None,-44.4556537,-50.66121298,-69.83663303,-18.8430893,3.046202319,0,1,3203.518437,1,1,0
192.168.0.13,10.0.0.53,5537,37833,ICMP,2285.889721,11.4216042,46.14932762,70.57258702,SYN,16385.82223,8186.807987,Ingress,SYN-Sent,0.023157631,1.327991306,0.831027423,60.39623789,Thermostat,VendorB,v2.1,16.02409694,30.7298905,20.5160884,2.1,1663.868468,442.5325347,2.775454487,Binary,0,1,HTML,2.932423552,624.9910131,67.45123847,7.961134446,1024,49174,0.044346937,0.056933645,0.577404836,941.8047408,134.0727266,112.8863707,5,0,None,None,79.6664223,-175.9725422,43.28249372,156.1233761,18.44911534,0,1,4385.654903,0,0,0
192.168.0.74,10.0.0.223,15029,53769,TCP,663.6245974,259.1180063,17.32771852,33.52656474,SYN,11569.95938,1048.546756,Egress,SYN-Sent,0.016245495,1.829004077,15.38233098,97.24385373,Thermostat,VendorA,v3.5,108.0485199,480.180224,10.01401117,1,1396.992594,2357.839614,1.214682379,ASCII,0,1,Binary,2.837601068,1256.655659,12.41452134,182.6397091,157,63500,0.022854249,0.106204948,0.233312449,242.093512,105.3317337,196.4490257,13,4,None,None,61.09751516,-31.56880761,26.014671,33.90684835,2.202163322,0,0,5217.384261,1,1,0
192.168.0.28,10.0.0.168,16677,9779,TCP,1429.33443,533.5932271,120.0486331,11.20000861,SYN,4464.06679,5184.431664,Ingress,SYN-Sent,0.061390401,1.22446526,13.01359238,20.93184034,Smart Camera,VendorC,v2.1,98.37750114,478.0310793,6.393051528,2.1,487.7749023,262.4167921,7.862600726,ASCII,1,0,Binary,30.17142992,2198.512561,73.45461785,135.6453403,554,39044,0.506197343,0.015796434,0.286891276,55.59676306,28.85867973,11.98483875,18,4,DDoS,Physical,60.52780579,-170.433231,56.91828091,-58.99092922,12.47025594,0,0,2926.697772,1,1,1
192.168.0.101,10.0.0.49,44701,38804,UDP,64.51316508,70.78763577,36.514832,129.0755299,ACK,11004.8175,9688.731668,Ingress,SYN-Sent,0.037429691,0.226518425,63.14956228,30.8734527,Thermostat,VendorA,v2.1,187.6057682,832.4947526,79.20832698,2.1,177.8319263,644.7503988,3.727781465,ASCII,0,1,Binary,10.11671119,788.1967378,87.31074218,126.3353308,628,49342,0.7728424,0.338868958,0.252192163,358.4177775,72.90678622,12.61248293,23,6,None,None,28.87500216,17.71228338,18.41915404,-66.42422876,7.273491625,1,1,1556.737063,1,1,0
192.168.0.117,10.0.0.170,31315,56241,UDP,1682.855596,370.2698682,31.98878708,107.9233737,ACK,385.8462903,2320.738629,Ingress,SYN-Sent,0.076912835,2.282471708,34.92352636,70.72258356,Thermostat,VendorB,v1.0,74.48126542,106.8887774,155.6102223,2.1,273.8661908,387.2932783,1.796154827,Binary,0,1,Binary,7.332329328,180.5156731,31.64454855,2.073178338,87,42462,0.082599376,0.051184769,0.76646053,172.7364484,6.810902568,15.56537883,4,5,None,None,0.063986499,-125.0547062,85.98355168,60.59403133,1.941716236,0,0,10295.52772,1,0,0
192.168.0.170,10.0.0.100,49320,1280,TCP,874.8437174,227.4029486,180.2828933,80.31512543,FIN,8040.072559,2565.316178,Ingress,Established,0.204431822,2.95927768,12.56072321,9.449386803,Smart Camera,VendorB,v2.1,16.08108175,303.2311331,10.04803979,2.1,137.4447839,3123.449281,2.590483552,Binary,0,1,Binary,3.402149286,237.4342155,12.75057917,14.63678822,203,54385,0.677756085,0.226183991,0.046481279,916.2322666,150.0447212,18.28277412,8,3,Botnet,Physical,-46.81220662,-110.4343685,-75.2551529,19.89738893,16.11829593,0,0,1871.270201,1,1,1
192.168.0.73,10.0.0.62,16209,60967,UDP,1348.537015,198.149277,56.42840816,108.9565846,RST,884.9900964,8695.677696,Ingress,Established,0.01843073,0.223282117,15.03788076,23.38661533,Smart Camera,VendorB,v1.0,16.88534565,48.43619256,107.3261544,3.2,441.2544379,852.9205737,9.276512134,ASCII,0,1,Binary,15.93232962,1415.472653,42.15809962,81.19688954,315,54740,0.484785195,0.001779601,0.221298937,952.8830906,27.43469218,53.01731964,15,1,Ransomware,Physical,7.768361069,90.95041626,51.8145556,-141.9349361,5.7202224,1,1,4589.473578,1,1,1
192.168.0.35,10.0.0.48,64970,3305,UDP,1984.478527,356.8729905,48.33230799,67.53964124,ACK,38260.38023,6523.032891,Ingress,SYN-Sent,0.068769095,1.557768099,3.502225691,1.542133319,Smart Camera,VendorA,v1.0,8.530247497,1761.768845,55.34599985,3.2,1832.615686,422.4675289,11.32736682,ASCII,0,1,Binary,13.28192267,387.3575929,87.22579314,5.117923815,1195,2475,0.237842968,0.360391339,0.091750128,227.95953,213.380821,133.8566204,2,3,Ransomware,File Download,80.53960631,-43.61343302,25.00321239,-81.74108027,4.123007426,1,0,18678.1534,1,1,1
192.168.0.47,10.0.0.90,4526,47781,TCP,1151.837368,1605.329993,126.9333035,14.39875069,SYN,6742.845361,8661.687903,Ingress,Established,0.025320928,2.435151838,26.78735661,4.505382501,Smart Camera,VendorA,v2.1,14.80722263,170.9346407,74.89546516,2.1,971.9512585,266.106117,0.05680541,ASCII,0,1,Binary,126.1103875,10261.66046,37.7981717,221.0014903,819,48030,0.013327605,0.208823427,0.277692946,2138.501684,141.5957079,49.15719107,9,0,None,None,31.71828519,75.40291908,27.30425695,-116.1372094,2.974407688,1,0,2968.65801,1,1,0
192.168.0.106,10.0.0.217,38233,43674,TCP,3328.304757,783.0686571,82.44205931,8.480285223,PSH,20272.81365,17772.63665,Egress,Established,0.00383965,0.867757847,152.5380595,56.49400466,Smart Camera,VendorC,v1.0,91.2487509,346.2720679,33.70649988,2.1,51.85050828,869.0330793,2.405966602,ASCII,1,0,JS,47.9758055,178.4441794,32.01969713,700.0990584,141,46609,0.032296324,0.182897957,0.531256745,248.7143038,8.276700966,21.60783192,20,1,None,None,-8.604625062,39.53370987,23.85360582,-168.4679388,2.314039864,0,0,4672.988659,1,1,0
192.168.0.109,10.0.0.99,65224,29835,TCP,736.1069254,1184.984676,282.5916126,80.267665,SYN,5293.188439,5184.609966,Ingress,Established,0.042254261,9.144136008,48.75405416,37.10934568,Thermostat,VendorB,v2.1,29.71863269,776.7452853,4.340854772,2.1,564.2747738,46.58312959,14.32540243,Binary,1,1,HTML,4.023941955,746.6955967,67.50588054,14.71477522,297,15722,0.578385711,0.234914191,0.042905834,728.3191848,34.48920326,397.2388889,3,5,Ransomware,File Download,87.87975598,-53.15656261,-57.8944662,-129.984247,0.802533888,0,1,1050.221163,1,0,1
192.168.0.81,10.0.0.143,20558,6704,TCP,269.8660481,603.567263,145.3813038,6.476908607,SYN,7211.364563,18036.01521,Ingress,Established,0.023021807,0.43553456,11.49373465,5.097529851,Smart Camera,VendorA,v3.5,104.8034274,698.4174899,7.159246043,1,19.24077725,130.4047005,3.064930369,ASCII,1,0,Binary,11.4889347,2257.795507,2.24327547,203.7073547,657,53598,0.666716903,0.151170869,0.083444735,1408.474287,75.78556347,38.15800573,18,3,None,None,-72.14466579,175.7374119,15.75169442,104.5116977,7.839416191,0,0,16822.46999,1,1,0
192.168.0.182,10.0.0.134,65402,43525,TCP,683.8431906,25.80492193,17.73116513,127.62017,ACK,5945.216778,3969.992007,Egress,Established,0.02909649,1.983647148,25.72863112,28.2535144,Smart Camera,VendorB,v3.5,57.74341657,13.72561642,34.42288478,1,2151.145081,204.8090129,12.03550754,ASCII,0,1,HTML,6.113954735,1618.269861,35.7176103,117.2089109,551,48539,0.5833674,0.150103661,0.019157398,402.5653301,21.81026906,121.5403396,16,0,None,None,-13.56538142,-176.0278587,-69.58152694,-94.4898152,8.613575557,1,0,1131.659911,1,1,0
192.168.0.182,10.0.0.56,24368,54557,UDP,2378.792458,1253.985055,55.90787959,53.49531268,PSH,9396.215918,12875.62127,Ingress,Established,0.014573265,0.248300709,13.63694924,90.35745369,Thermostat,VendorC,v1.0,169.983496,3.103472107,111.6218806,1,641.197913,206.8578034,1.454031949,ASCII,0,0,HTML,8.344530706,1206.085823,13.27219896,39.35357213,165,50878,0.111293872,0.228432734,0.272597359,783.59485,259.0757612,0.017434522,16,4,None,None,-20.15151991,-123.8863843,59.03395978,-144.0099022,3.213000773,1,0,913.0343034,1,1,0
192.168.0.12,10.0.0.123,61689,8109,TCP,3599.257844,1297.591289,4.618300876,23.90271192,ACK,4559.659783,91.75511593,Ingress,SYN-Sent,0.10663867,1.171243419,7.842558005,5.547150674,Smart Bulb,VendorB,v2.1,17.72986615,1376.017772,30.23899643,2.1,453.2805536,304.7097614,13.21263212,ASCII,0,0,Binary,43.03678841,401.635776,87.92900254,78.73012067,756,55699,0.035401903,0.071072331,0.269060682,160.3043645,16.4954986,81.8427465,11,3,None,None,9.713891819,-81.79312338,18.4696772,-109.4945039,7.889310874,1,1,5869.76745,1,0,0
